monthly_income,rent,food,emi,transport,subscriptions,savings,emergency_fund_months,dependents,health_label
4845,1643,712,65,298,104,152,8,0,At Risk
3375,720,352,631,241,116,1135,5,0,Stable
9160,1490,1910,1257,591,154,811,7,1,At Risk
1703,312,410,175,51,58,252,9,3,Stable
3295,1059,524,771,289,160,823,8,1,At Risk
3959,1058,758,583,322,80,1490,7,3,Stable
3235,989,587,570,314,41,330,2,2,At Risk
1979,616,365,199,110,68,551,5,4,Stable
3112,979,716,277,272,56,602,7,4,Stable
3690,959,776,1050,298,114,1137,5,0,At Risk
1742,323,375,365,66,52,688,9,1,Stable
6557,1177,744,649,642,92,2483,3,1,Stable
2061,545,251,617,83,73,294,1,2,At Risk
5391,1203,1075,87,475,260,782,2,0,Stable
3124,817,565,402,197,106,126,8,4,At Risk
3039,758,656,894,218,70,1038,2,0,At Risk
9826,2657,1119,2652,649,477,966,1,2,Critical
3760,588,695,511,130,144,669,10,0,Stable
3381,529,584,724,325,65,872,4,1,Stable
7260,2136,1656,806,661,263,2701,1,3,At Risk
3641,686,466,523,258,48,69,6,0,At Risk
9020,2529,1373,1747,580,284,1934,9,0,Stable
3992,1035,489,447,212,120,1231,0,3,Stable
1887,653,316,438,79,48,723,3,3,At Risk
4131,1309,959,431,350,205,452,3,0,At Risk
2515,585,504,155,166,90,272,3,0,Stable
2120,579,448,161,164,57,738,1,3,Stable
3180,551,362,862,161,124,1045,6,4,Stable
5345,1214,896,1209,493,103,63,11,0,At Risk
3736,1108,843,1007,367,41,1330,3,1,At Risk
7166,1967,1616,1999,546,285,586,9,1,Critical
8478,2093,2104,30,761,355,1438,7,4,Stable
1365,252,244,78,63,27,149,8,1,Stable
10645,3306,1067,1250,1043,453,3577,8,4,Stable
1331,272,312,83,61,40,509,0,1,Stable
8092,2541,1969,132,372,390,2102,5,2,Stable
3929,1069,939,1094,371,85,67,11,0,Critical
3066,688,661,817,153,95,788,6,1,Stable
2864,452,377,163,158,96,873,4,3,Stable
1879,369,227,276,168,23,599,8,3,Stable
1314,430,269,385,118,26,112,11,4,Critical
3030,950,366,536,108,94,1086,0,2,Stable
12186,3228,2961,1976,638,367,1152,3,2,At Risk
3261,793,544,415,152,110,1018,2,3,Stable
3044,850,318,115,282,45,1042,9,2,Stable
2739,666,335,93,138,46,873,4,1,Stable
1416,394,203,371,66,24,387,10,0,Stable
2479,524,509,180,125,43,824,5,3,Stable
3571,1134,752,290,326,126,1190,10,3,Stable
2087,606,275,85,90,43,341,7,3,Stable
6137,1325,1210,722,263,265,646,11,3,Stable
2407,760,252,452,213,63,638,4,4,Stable
2978,736,343,482,125,109,880,6,2,Stable
3901,721,703,40,254,99,1383,6,4,Stable
2360,390,485,332,150,113,652,4,4,Stable
1899,550,450,238,58,38,530,10,2,Stable
4680,1511,775,368,339,205,124,4,4,At Risk
2646,824,312,515,203,64,594,1,0,Stable
4658,1309,1114,1313,205,202,89,6,0,Critical
3647,650,604,766,256,53,188,7,1,At Risk
8956,1511,1563,482,358,161,3151,4,2,Stable
7371,1614,1681,1440,603,191,682,0,2,Critical
2867,920,538,130,193,36,1079,6,4,Stable
2531,866,367,414,148,57,643,7,3,Stable
2542,504,460,733,247,96,784,7,4,At Risk
2889,873,559,842,279,127,1152,8,4,At Risk
3188,844,744,844,104,122,754,8,0,At Risk
1824,285,246,200,92,56,636,9,3,Stable
1380,356,253,291,64,18,29,4,4,At Risk
2405,748,572,122,232,57,437,6,4,Stable
2434,499,260,679,104,59,477,11,0,At Risk
2620,863,338,357,88,61,436,11,4,Stable
5823,1148,884,993,256,229,219,6,2,At Risk
2114,349,426,244,174,28,425,7,3,Stable
1495,272,338,185,98,30,127,3,2,At Risk
3716,1179,482,417,363,170,1139,6,3,Stable
7158,1671,980,1022,621,173,51,2,1,At Risk
2747,849,613,708,120,111,499,10,4,Critical
1997,511,244,506,112,55,475,6,3,Stable
9400,2313,1308,951,818,286,2266,5,2,Stable
2970,924,623,101,242,141,586,9,0,Stable
9213,2162,1150,1242,489,169,3500,4,1,Stable
1556,482,348,2,110,67,282,10,3,Stable
11921,2028,2069,2675,845,197,4635,1,3,At Risk
1528,423,255,1,139,48,441,1,4,Stable
1584,460,190,98,49,53,492,9,0,Stable
4592,1514,927,207,220,148,1248,9,1,Stable
7285,1419,1694,1908,581,179,2611,11,4,At Risk
3944,1068,803,1182,297,162,1469,5,2,At Risk
7000,1656,1032,307,377,272,266,2,4,Stable
3199,724,655,545,288,92,1073,11,0,Stable
1471,252,259,364,119,65,402,0,2,At Risk
4566,807,1041,482,328,94,983,0,3,Stable
1295,411,218,99,61,38,304,6,0,Stable
3110,932,421,271,158,54,594,5,0,Stable
3404,770,392,329,256,143,237,7,2,Stable
11225,3543,1595,863,1094,215,2201,4,0,Stable
1513,251,279,30,135,32,24,0,1,At Risk
1694,465,212,467,75,48,74,8,0,At Risk
10225,3309,1083,2760,842,199,797,1,0,Critical
3551,1128,594,907,339,103,890,7,4,At Risk
2396,538,364,551,88,97,9,9,0,At Risk
4600,1375,750,1032,356,140,811,8,3,At Risk
2457,578,413,520,88,29,949,10,2,Stable
3550,1128,762,907,107,41,499,9,0,At Risk
1887,483,460,30,185,78,667,10,4,Stable
7375,2234,1027,1703,329,332,1382,5,4,At Risk
1751,290,422,456,150,75,56,2,0,Critical
3447,923,462,670,238,163,1132,1,3,Stable
1726,448,368,439,127,55,230,1,4,Critical
3756,1021,759,335,152,37,1139,5,4,Stable
3044,880,328,330,252,138,811,4,1,Stable
3860,1287,805,706,207,62,232,10,4,At Risk
3546,1089,833,150,256,93,1346,0,3,At Risk
11208,2173,2684,642,649,492,1434,10,3,Stable
1335,420,270,398,56,23,208,10,1,At Risk
10000,1744,2179,2362,394,366,1624,1,1,At Risk
10016,2748,1109,339,575,492,2573,5,1,Stable
3574,1167,443,125,109,81,1064,1,3,Stable
3428,583,477,403,334,71,1082,1,0,Stable
2664,852,478,797,133,81,10,6,4,Critical
2578,798,407,754,199,103,573,4,1,At Risk
3669,920,728,520,257,87,1045,2,3,Stable
6954,1472,1160,921,564,228,902,4,3,Stable
3118,720,674,551,274,46,708,2,2,Stable
1522,523,315,302,139,56,315,8,4,At Risk
2516,478,533,199,193,38,280,5,0,Stable
11966,3182,2684,613,684,299,257,1,0,At Risk
1304,217,293,319,84,51,345,1,1,At Risk
7005,1356,1519,744,389,102,617,11,0,At Risk
7024,2125,771,82,677,236,1282,5,1,Stable
1899,399,367,488,99,79,338,8,4,At Risk
1800,624,185,396,87,89,666,5,3,Stable
1868,467,395,404,127,91,512,5,3,At Risk
3168,802,345,619,116,57,268,8,1,At Risk
1675,263,414,208,153,71,230,8,2,Stable
3512,1198,674,935,347,37,84,4,1,Critical
1687,311,214,184,91,83,351,10,2,Stable
1950,502,331,156,74,75,568,2,0,Stable
2667,611,597,431,131,69,170,4,2,At Risk
2083,485,264,289,123,92,407,10,4,Stable
1688,470,304,17,149,65,372,11,1,Stable
9983,2819,1003,859,975,386,3985,0,3,Stable
10126,1831,2210,1158,813,425,2147,6,2,Stable
2993,748,386,711,285,38,481,8,4,At Risk
3905,1203,617,465,166,77,172,9,2,At Risk
3954,943,709,1114,375,81,165,3,3,Critical
1250,228,152,277,88,25,106,6,2,At Risk
2678,569,640,658,164,51,738,9,0,At Risk
3408,655,580,910,210,108,121,11,0,At Risk
1348,236,181,79,130,53,194,2,4,Stable
11873,2677,2496,2858,659,457,2339,1,4,At Risk
2014,519,471,116,82,94,361,3,0,Stable
4365,718,1034,719,311,169,1071,3,3,Stable
1780,481,293,163,67,66,291,0,3,Stable
3502,1220,539,522,279,83,633,4,0,At Risk
2238,767,535,141,67,100,370,4,4,Stable
2828,893,305,815,165,72,739,6,0,Stable
10655,2165,2265,2128,916,232,1900,6,2,At Risk
3937,608,498,296,230,135,511,7,0,Stable
1561,494,265,110,130,73,144,0,1,At Risk
11628,1873,2826,550,921,406,3872,6,0,Stable
4486,857,839,1045,344,47,848,5,1,At Risk
5761,1491,1028,828,339,179,702,1,2,Stable
8075,1499,882,2166,761,177,2284,6,3,Stable
3366,1066,476,1,185,78,270,11,2,At Risk
8562,2615,860,1275,485,226,2933,5,1,Stable
3336,1004,771,487,262,163,259,8,0,Critical
1395,436,274,411,114,22,304,6,2,At Risk
2792,541,328,607,145,32,1013,10,1,Stable
3884,1148,600,628,332,109,1469,5,0,Stable
1690,373,374,294,148,59,445,8,1,Stable
3842,1088,465,805,127,74,233,8,0,At Risk
5790,1009,778,1595,364,238,1329,0,4,At Risk
1687,491,305,32,128,28,374,10,0,Stable
3031,1043,368,58,144,90,568,3,3,Stable
3359,533,528,207,256,91,617,1,3,Stable
3227,544,798,427,136,105,713,6,2,Stable
4051,707,735,424,124,177,1106,8,4,Stable
3786,893,776,59,267,143,150,3,0,At Risk
11403,2373,2274,2047,395,432,3859,10,4,Stable
3037,945,400,768,187,102,1016,4,3,At Risk
2261,553,513,37,136,108,39,9,4,At Risk
7803,1926,923,1224,754,255,288,11,3,At Risk
5408,1586,1288,1592,207,246,144,7,3,Critical
3064,681,405,46,199,112,201,6,4,Stable
3752,827,912,331,318,76,558,6,4,Stable
2725,821,598,361,101,96,156,9,3,At Risk
2625,803,329,136,196,116,558,1,3,Stable
1604,245,198,265,155,57,552,6,4,Stable
1958,350,220,500,60,49,133,8,3,At Risk
2264,436,310,248,142,110,309,3,1,Stable
3701,815,736,9,332,122,837,10,4,Stable
3727,776,663,686,159,131,1342,2,4,Stable
1408,399,270,372,102,64,491,0,1,At Risk
8929,2818,934,2125,621,426,898,10,4,At Risk
4492,846,503,876,351,67,508,9,2,Stable
1945,510,396,452,157,53,378,9,2,At Risk
2701,603,613,261,193,72,577,9,0,Stable
1656,415,254,241,138,21,335,6,0,Stable
1308,358,163,150,60,19,316,6,4,Stable
9483,3117,1386,113,864,304,720,9,2,At Risk
1786,336,288,131,167,64,554,1,4,Stable
12289,2057,2390,1831,564,327,1826,6,2,Stable
1418,390,228,274,140,70,521,10,2,Stable
2562,586,600,14,217,57,595,3,2,Stable
2310,421,370,642,85,95,7,10,1,At Risk
3031,525,385,543,172,78,128,4,4,At Risk
3664,959,502,917,111,131,662,5,3,At Risk
9532,2002,1618,527,587,447,1116,1,3,Stable
2095,732,455,394,163,63,726,7,3,At Risk
2698,623,621,65,149,115,970,4,2,Stable
3946,759,504,535,162,150,108,10,4,At Risk
4186,1154,420,875,406,118,100,2,2,Critical
1451,288,334,287,59,66,250,11,0,Stable
4488,1116,602,314,440,95,484,5,4,Stable
1771,436,395,58,136,22,646,1,1,Stable
10944,2634,1998,1167,433,408,3144,6,1,Stable
9079,2807,1458,1662,807,368,3504,9,2,Stable
2289,442,279,61,209,67,523,9,0,Stable
2397,793,481,601,96,75,212,8,4,Critical
3531,1088,786,533,249,92,563,9,1,At Risk
4075,882,689,1048,374,176,324,7,1,At Risk
1593,296,265,310,133,35,569,10,1,Stable
11245,2315,2398,3286,499,328,759,0,0,Critical
2488,538,435,366,91,82,4,2,2,At Risk
2382,622,518,518,168,72,565,6,3,At Risk
3199,509,345,470,203,150,818,7,0,Stable
2903,966,663,147,283,122,409,5,3,Stable
3389,575,472,91,203,146,1063,11,4,Stable
2258,464,283,159,90,52,892,0,4,Stable
2819,484,295,489,159,85,881,0,4,Stable
2731,549,614,682,91,65,332,10,1,At Risk
1455,462,158,61,91,69,15,1,0,Stable
2289,624,556,634,227,96,899,3,3,Critical
1513,295,279,217,119,54,319,2,4,Stable
8966,2908,1836,1356,509,101,1036,4,4,At Risk
10575,3279,2208,99,987,213,1327,4,3,Stable
7770,2336,1118,2260,395,147,718,10,0,At Risk
3661,1169,808,66,240,41,358,10,0,At Risk
7918,2168,1915,689,692,160,2357,7,0,Stable
3934,984,611,746,310,187,1389,5,1,Stable
1367,307,307,263,45,26,527,10,3,Stable
9506,1851,2051,1220,877,434,1221,1,0,At Risk
6331,1655,1193,1650,467,168,87,8,1,Critical
2542,833,394,253,252,59,381,9,2,Stable
2232,599,362,103,208,81,676,4,3,Stable
1725,576,252,21,107,79,32,5,1,At Risk
1927,426,315,78,161,71,228,10,3,Stable
8614,2489,2140,2468,712,375,1564,7,3,Critical
3532,988,545,328,115,52,169,3,1,Stable
2145,609,428,422,143,89,186,6,0,At Risk
9756,2722,1443,2835,589,162,882,8,4,At Risk
3224,626,548,856,152,143,261,2,1,Critical
2626,469,295,397,88,124,82,9,3,At Risk
3587,1240,769,90,262,64,1297,10,1,Stable
2338,371,465,504,139,36,19,6,4,At Risk
9123,2221,1387,360,287,284,2010,3,2,Stable
10128,2380,1810,449,1000,279,1106,0,0,At Risk
4086,907,943,1078,407,169,1009,6,3,At Risk
5679,1740,605,1136,535,160,1614,11,0,At Risk
8276,2475,1982,2309,427,215,2153,11,0,At Risk
3546,1173,605,1019,276,158,1235,8,1,At Risk
1810,414,414,249,155,45,610,7,4,Stable
3056,803,700,613,125,128,70,6,3,Critical
3560,1169,387,699,227,149,356,1,3,At Risk
2598,906,564,87,212,79,391,7,4,Stable
1882,647,395,349,95,49,409,4,0,At Risk
1849,542,196,61,68,41,738,10,2,Stable
7419,1325,1788,1904,508,241,1114,8,3,At Risk
3529,545,688,982,207,136,220,7,4,At Risk
2572,810,321,300,158,65,578,3,1,Stable
1623,516,192,337,142,78,472,6,1,At Risk
3786,1133,697,794,221,133,30,11,1,Critical
3760,774,409,56,266,55,530,3,3,Stable
1801,500,224,88,164,80,99,10,2,Stable
1467,312,355,389,110,53,531,11,4,At Risk
10409,2499,2203,618,845,268,2398,11,4,Stable
10343,2342,1986,2352,776,458,1294,1,4,At Risk
2899,964,380,514,164,94,30,11,4,At Risk
6002,1181,796,1285,226,116,179,5,2,At Risk
2681,711,447,119,152,49,687,3,0,Stable
11568,2570,2465,2791,838,485,48,4,1,Critical
7021,1984,706,770,224,236,1795,10,4,Stable
1809,475,192,536,156,83,446,3,3,Stable
12427,4160,2864,1614,1145,194,3297,10,1,At Risk
10647,1813,2364,1014,342,175,1778,11,1,Stable
3421,664,698,146,235,137,588,3,1,Stable
3846,1166,672,80,369,108,665,6,3,Stable
5870,1313,714,1552,369,81,539,9,0,At Risk
3558,651,410,130,324,108,408,10,4,Stable
3788,949,893,1000,165,188,664,7,0,At Risk
11510,3227,1811,1900,413,224,1692,1,3,Stable
3273,520,668,650,292,71,848,10,2,Stable
5153,1073,867,1247,325,85,437,6,4,At Risk
3267,1018,684,531,174,95,196,9,0,At Risk
2268,576,292,335,155,92,624,4,4,Stable
1580,248,272,371,128,69,482,7,3,Stable
3519,726,550,439,225,37,603,1,2,Stable
3219,894,440,75,175,68,549,5,0,Stable
7660,1454,1452,1449,712,274,2708,9,0,Stable
9597,3027,1732,101,705,318,68,10,1,At Risk
3572,1019,622,642,261,68,1309,0,2,At Risk
2697,658,508,413,193,71,740,0,0,At Risk
3679,1225,446,336,201,79,1219,1,2,Stable
12417,2835,1931,1286,1202,175,3832,11,3,Stable
3169,624,471,432,305,74,418,3,0,Stable
1653,466,356,243,131,71,646,0,1,At Risk
2976,787,313,378,171,67,767,3,1,Stable
2324,504,330,273,115,100,645,8,1,Stable
1637,358,389,159,159,72,407,2,4,Stable
6714,1541,973,1304,380,87,2080,6,4,Stable
2217,461,272,272,119,24,462,1,1,Stable
3285,959,701,313,316,78,736,8,1,Stable
7615,2134,816,2062,372,321,2676,4,4,Stable
3127,744,512,170,156,43,570,11,2,Stable
2092,480,477,91,121,29,604,5,4,Stable
3942,879,958,918,379,153,229,9,0,Critical
2949,609,405,102,121,82,1017,1,4,Stable
2273,379,328,185,166,60,637,5,1,Stable
8818,1795,1632,928,653,226,2414,11,2,Stable
2537,543,339,217,205,47,324,11,4,Stable
2344,608,287,516,115,45,794,7,1,Stable
1637,498,268,97,83,17,298,0,0,At Risk
2392,548,265,494,112,75,886,9,4,Stable
1757,595,411,153,112,72,524,5,0,Stable
3469,1094,520,891,210,139,193,8,3,Critical
3435,1191,516,902,255,52,258,4,3,Critical
2532,823,553,211,202,105,214,6,1,At Risk
2886,788,436,516,250,142,1001,10,3,Stable
2482,669,531,604,152,69,478,5,0,At Risk
3899,685,495,85,286,121,394,1,4,Stable
10247,3017,1837,1747,466,172,1937,9,3,At Risk
2824,762,607,827,221,87,493,11,0,At Risk
2789,701,467,303,275,92,757,3,1,Stable
7283,2102,806,1591,642,305,553,8,3,At Risk
2662,635,560,635,149,79,81,3,1,Critical
2625,668,457,585,167,48,833,10,1,Stable
4730,1086,697,1347,183,207,1681,5,2,Stable
1958,574,487,450,126,59,40,7,0,Critical
3734,1214,864,1045,237,135,722,0,4,Critical
4218,1342,445,292,254,198,998,4,3,Stable
2953,907,558,523,172,134,801,3,0,Stable
4018,613,615,456,123,124,13,2,1,At Risk
2843,944,300,616,106,63,934,11,1,Stable
9337,1913,949,424,423,388,2181,6,0,Stable
1329,435,249,71,75,23,136,11,1,Stable
2100,397,310,82,157,80,449,3,1,Stable
12071,2872,2480,974,451,452,3646,1,0,Stable
4044,1212,680,226,343,168,264,8,3,At Risk
3736,1038,803,867,230,148,974,5,4,At Risk
3158,736,700,556,119,45,684,0,1,Stable
2786,796,553,310,225,64,998,3,2,Stable
3922,1018,638,241,118,111,1386,9,4,Stable
9489,1946,2355,2286,847,128,2810,7,2,At Risk
3265,911,476,862,300,49,738,7,1,At Risk
1812,345,321,463,136,20,284,11,3,At Risk
6540,1888,1164,1814,582,110,1212,7,0,At Risk
1754,264,288,425,97,29,68,4,0,At Risk
4087,1061,483,775,382,48,1458,6,2,Stable
2626,604,402,338,103,37,640,3,2,Stable
1462,307,193,127,87,68,295,1,4,Stable
10831,2741,2545,20,610,265,689,3,2,At Risk
12124,3383,2404,3027,1090,427,132,6,4,Critical
10601,3636,1517,1387,351,349,3723,0,1,At Risk
1963,621,362,513,124,36,47,6,1,Critical
1555,456,354,150,107,17,377,8,0,Stable
2337,574,561,237,172,55,8,4,0,At Risk
2316,529,257,14,118,102,593,11,0,Stable
1650,258,359,240,159,78,295,10,1,Stable
4837,1072,1184,709,455,96,783,8,4,At Risk
2342,748,398,460,147,109,833,0,3,At Risk
4710,1068,1174,1059,428,174,1731,7,3,At Risk
2660,644,647,277,152,51,336,10,3,At Risk
8780,1794,1743,2442,323,290,1715,9,4,At Risk
3208,657,728,439,134,151,375,1,1,Stable
8645,1403,1249,1488,728,389,134,9,2,At Risk
3706,1010,880,660,179,68,1259,3,3,Stable
3495,837,659,919,315,166,985,5,1,At Risk
1623,440,286,337,150,55,585,6,0,At Risk
2706,701,609,287,122,64,819,5,2,Stable
2143,663,500,453,65,55,769,4,2,At Risk
10909,3274,2238,2921,636,432,4254,5,1,At Risk
3187,969,330,786,97,134,301,7,1,At Risk
3552,887,673,50,168,174,505,10,0,Stable
3854,850,860,76,250,114,1511,6,2,Stable
2777,934,504,565,171,62,327,0,0,Critical
4123,663,990,1213,307,77,1556,3,4,Stable
1730,312,405,311,55,26,428,1,3,Stable
3322,777,596,434,209,123,370,11,4,Stable
2013,549,323,351,119,26,352,4,4,Stable
12189,1848,1319,1663,571,171,39,8,2,At Risk
2649,778,516,169,206,75,196,5,0,At Risk
2003,524,280,168,105,59,503,2,3,Stable
2247,554,450,201,145,53,835,1,0,Stable
1850,434,406,332,80,91,389,5,3,Stable
1636,415,263,408,69,27,517,2,3,At Risk
3628,661,371,55,253,66,1447,4,0,Stable
2447,420,562,383,88,67,893,4,1,Stable
2462,511,448,391,233,121,649,0,1,Stable
2425,707,357,699,238,46,545,10,1,At Risk
4029,1078,785,988,159,58,334,11,3,Critical
12421,3055,2498,1458,524,499,351,11,1,At Risk
4919,1300,600,899,324,88,919,9,4,Stable
8128,2128,1600,1599,398,130,1997,0,2,At Risk
5110,1080,730,1027,246,167,52,10,1,At Risk
2304,390,508,627,178,35,729,3,0,Stable
2080,685,501,362,175,98,425,4,1,At Risk
1875,506,216,123,120,21,680,3,1,Stable
8154,2360,1937,1573,391,89,1514,4,1,At Risk
3094,751,728,218,287,137,76,0,0,At Risk
9650,2907,1461,337,763,319,2209,9,3,Stable
2585,689,269,471,198,119,96,5,2,At Risk
10585,1701,2111,893,784,268,1217,3,0,Stable
1282,420,194,241,118,63,406,4,3,At Risk
1422,300,183,350,60,24,450,0,3,At Risk
6247,1109,726,273,450,97,1155,8,4,Stable
2454,411,317,43,160,26,218,3,2,Stable
4820,1417,653,122,312,109,469,1,0,Stable
3721,1082,816,1080,143,131,1203,8,3,At Risk
2237,648,486,59,94,40,72,11,0,At Risk
2950,982,513,817,200,125,102,11,2,Critical
2119,465,387,619,102,24,779,10,3,Stable
3120,818,741,66,300,135,668,0,2,Stable
1802,493,425,290,78,22,607,4,2,Stable
2334,807,523,488,160,74,318,10,3,Critical
8123,1725,1268,90,482,110,2884,8,4,Stable
1488,507,230,230,103,42,377,5,4,Stable
1449,260,337,182,92,27,149,5,3,Stable
12056,3650,2881,1837,577,281,3159,8,4,Stable
2424,670,532,398,233,43,599,9,4,Stable
3121,978,666,670,120,32,762,6,4,At Risk
4151,646,762,154,154,179,1433,11,0,Stable
1510,250,227,450,145,52,288,1,1,At Risk
2009,329,273,167,120,23,764,10,3,Stable
1664,446,201,489,101,32,407,9,3,Stable
3720,1006,778,765,172,133,847,1,1,At Risk
3256,1078,705,667,216,85,896,10,2,At Risk
3610,879,555,998,165,94,55,3,4,At Risk
1533,250,154,407,147,19,533,5,1,Stable
2284,438,549,155,84,25,362,0,0,Stable
8511,1290,1409,1779,467,415,216,6,2,At Risk
8209,2506,2020,1243,539,334,498,5,4,Critical
10088,3158,2033,1490,915,208,868,2,4,Critical
6595,2305,782,29,214,287,383,11,1,At Risk
1539,357,229,242,106,68,513,11,3,Stable
1706,262,338,48,66,59,179,10,4,Stable
2906,572,573,234,106,39,1105,10,3,Stable
3198,855,431,10,306,76,993,1,0,Stable
3272,1120,414,393,104,153,1098,7,2,Stable
3221,549,455,894,156,75,453,9,1,At Risk
2025,352,441,487,193,98,761,9,0,Stable
3006,872,409,51,169,146,624,11,3,Stable
2287,648,469,489,127,36,889,4,2,At Risk
3154,631,726,688,162,68,158,3,3,At Risk
3657,1143,580,854,174,125,1183,9,3,At Risk
1295,227,130,255,55,22,114,8,1,At Risk
2587,867,313,51,121,52,188,0,1,At Risk
3561,677,522,697,114,77,1202,11,1,Stable
1369,227,175,88,74,41,533,3,4,Stable
2167,472,310,385,72,73,563,0,4,Stable
3611,677,655,735,264,97,875,8,2,Stable
3834,979,395,122,328,187,316,2,4,Stable
8284,2380,908,1159,338,317,334,8,0,At Risk
1879,466,429,131,162,37,365,4,1,Stable
2342,660,417,567,78,63,315,5,1,At Risk
1653,368,397,461,98,64,94,8,0,Critical
2675,416,268,414,238,83,925,10,4,Stable
2842,979,284,473,225,45,733,3,3,Stable
2174,682,458,51,125,93,285,10,0,Stable
1878,309,321,219,149,86,478,3,3,Stable
3899,935,924,169,141,145,420,1,2,Stable
3048,844,664,644,131,57,683,0,2,At Risk
2863,538,502,823,238,41,816,7,3,Stable
10835,2877,1861,2622,690,407,1809,4,3,At Risk
8155,2093,1807,949,431,389,512,11,0,At Risk
5341,1023,1177,1063,192,205,2004,3,0,Stable
2355,419,333,704,134,26,389,9,3,At Risk
2350,709,472,28,121,72,395,4,4,Stable
6553,1405,1287,546,257,177,924,9,2,Stable
4851,964,1108,115,320,67,190,10,3,Stable
2906,864,669,556,117,143,38,2,1,At Risk
6296,1871,882,1590,580,187,1395,5,4,At Risk
3999,820,927,436,398,183,934,0,1,At Risk
1877,609,448,221,76,42,85,4,1,Critical
1354,389,157,119,53,59,285,1,1,Stable
3965,868,737,670,252,47,1405,7,2,Stable
8707,2050,1440,330,857,202,1265,1,2,Stable
1824,538,292,103,111,27,32,8,0,At Risk
3647,701,750,88,213,111,434,0,4,Stable
6595,1607,787,283,638,263,1475,7,4,Stable
4128,1158,920,1044,254,162,1233,11,2,At Risk
10299,2656,1070,556,884,337,3341,8,4,Stable
3962,1076,739,574,239,157,524,3,4,At Risk
7303,1893,977,1531,577,314,137,8,1,At Risk
1345,255,269,76,126,20,260,7,1,Stable
1487,345,265,200,112,43,446,8,0,Stable
2936,752,733,188,287,142,629,11,4,Stable
2871,878,658,787,233,106,730,0,3,Critical
4032,1132,606,44,138,153,1433,11,1,Stable
9528,2242,1708,1677,312,457,2780,10,2,Stable
4060,1400,599,1073,162,68,637,6,4,Critical
3423,587,716,807,137,101,534,1,2,At Risk
3812,729,622,266,121,90,1387,6,3,Stable
2583,563,303,416,145,110,674,8,1,Stable
10246,2005,2040,190,1019,508,2585,0,2,Stable
5642,1552,573,472,399,106,819,2,2,Stable
1260,198,182,145,103,35,194,11,1,Stable
3564,661,841,80,219,113,1328,8,4,Stable
11091,2314,1265,556,469,521,1884,10,4,Stable
12424,3561,2182,3143,678,211,4107,3,3,At Risk
2971,966,651,416,135,48,643,3,4,Stable
1956,605,460,552,134,71,30,0,3,Critical
12352,2302,2272,579,774,592,717,4,3,Stable
3350,881,411,673,300,147,490,3,0,At Risk
2796,436,674,640,125,39,782,1,3,At Risk
3580,759,760,833,250,121,229,3,2,At Risk
2553,794,406,582,80,85,263,4,0,At Risk
3006,725,425,151,258,89,477,1,1,Stable
1840,331,197,246,127,32,39,8,2,At Risk
2362,561,304,631,81,93,376,10,1,At Risk
2904,550,629,496,252,40,41,1,3,At Risk
10108,2311,1175,1132,347,389,2400,7,2,Stable
2397,593,286,10,144,63,420,8,0,Stable
9668,2126,1250,1762,875,330,2481,8,4,Stable
1605,541,255,430,54,64,29,2,0,Critical
4814,1263,617,294,229,80,727,11,0,Stable
